,word,tf
2932,优先级,1
2933,扩散工艺,1
2934,平面工艺,1
2935,规程,1
2936,生产率,1
2937,穿透,1
2938,定值器,1
2939,中等,1
2940,正交投影,1
2941,喷涂,1
2942,名义,1
2943,防护罩,1
2944,防护系统,1
2945,耐候,1
2946,网际协议,1
2947,传输控制协议,1
2948,伪,1
2949,芯片,1
2950,脉冲功率,1
2951,瞬时功率,1
2952,热喷涂,1
2953,磁控溅射,1
2954,溅射,1
2955,提纯,1
2956,量化,1
2957,热量,1
2958,星绞对,1
2959,六角形,1
2960,拉德,1
2961,辐射仪,1
2962,弧度,1
2963,红外灯,1
2964,辐射器,1
2965,热沉,1
2966,感生,1
2967,放射性核素,1
2968,键槽,1
2969,份额,1
2970,亮度,1
2971,压缩比,1
2972,节径,1
2973,串模,1
2974,峰康,1
2975,宇宙,1
2976,非水,1
2977,全通,1
2978,平方根,1
2979,不漏,1
2980,通断,1
2981,传感,1
2982,失控,1
2983,卤素灯,1
2984,石英,1
2985,低毒性,1
2986,亮,1
2987,暗红,1
2988,板状,1
2989,管状,1
2990,发射区,1
2991,场致,1
2992,自发发射,1
2993,受激发射,1
2994,堆积,1
2995,核乳胶,1
2996,反相,1
2997,同相,1
2998,嵌装,1
2999,安全壳,1
3000,线能,1
3001,比能,1
3002,短,1
3003,衰变产物,1
3004,潜能,1
3005,激活能,1
3006,蜕变,1
3007,结合能,1
3008,核能,1
3009,形纸,1
3010,喷墨,1
3011,笔式,1
3012,光点,1
3013,鼓形,1
3014,打印,1
3015,热式,1
3016,埋,1
3017,封,1
3018,封存,1
3019,双线,1
3020,报警装置,1
3021,割集,1
3022,气流,1
3023,碳氢,1
3024,贯穿,1
3025,集合,1
3026,焓,1
3027,毯,1
3028,包络,1
3029,尘密,1
3030,肩,1
3031,潜水,1
3032,数值,1
3033,特征方程,1
3034,状态方程,1
3035,带电粒子,1
3036,热平衡,1
3037,等势,1
3038,周围,1
3039,个人,1
3040,腐蚀,1
3041,晃动,1
3042,随机误差,1
3043,白斑,1
3044,声明,1
3045,系统误差,1
3046,期望值,1
3047,试运行,1
3048,抗震,1
3049,验收,1
3050,定期,1
3051,样本,1
3052,诊断,1
3053,无损,1
3054,有机,1
3055,酯,1
3056,电池组,1
3057,不导通,1
3058,初始状态,1
3059,导通,1
3060,电火花,1
3061,礼仪,1
3062,烘箱,1
3063,评价,1
3064,评定,1
3065,假设,1
3066,始发,1
3067,频偏,1
3068,量纲,1
3069,公众,1
3070,尾端,1
3071,护罩,1
3072,装配式,1
3073,收缩,1
3074,包式终端,1
3075,装配,1
3076,后面,1
3077,前面,1
3078,逃脱,1
3079,积累,1
3080,换算,1
3081,峰值因数,1
3082,不利,1
3083,形状,1
3084,无限,1
3085,权重,1
3086,占空比,1
3087,每次,1
3088,多版,1
3089,极群,1
3090,系快,1
3091,张力,1
3092,松弛,1
3093,阻燃,1
3094,片材,1
3095,层压板,1
3096,短纤维,1
3097,硫化,1
3098,重复性,1
3099,纱,1
3100,屏蔽线,1
3101,讨论,1
3102,线索,1
3103,铜皮,1
3104,胶片,1
3105,定型,1
3106,自发,1
3107,分散,1
3108,热阴极,1
3109,冷阴极,1
3110,谐振器,1
3111,光生,1
3112,伏,1
3113,打,1
3114,栅元,1
3115,存储单元,1
3116,厘,1
3117,词头,1
3118,核电厂,1
3119,网络信息中心,1
3120,处置,1
3121,对称中心,1
3122,串组,1
3123,储存,1
3124,潜热,1
3125,比热,1
3126,释热,1
3127,气泡室,1
3128,火花室,1
3129,威尔逊,1
3130,径迹,1
3131,流气,1
3132,驻极体,1
3133,内充,1
3134,屏栅,1
3135,指套,1
3136,无壁,1
3137,井型,1
3138,场量,1
3139,温度场,1
3140,建,1
3141,自建场,1
3142,无旋场,1
3143,散场,1
3144,张量,1
3145,向量场,1
3146,底垫,1
3147,改型,1
3148,完全,1
3149,均衡,1
3150,涓流,1
3151,载荷,1
3152,加载,1
3153,充电器,1
3154,框,1
3155,喷流,1
3156,水,1
3157,供暖,1
3158,弥散,1
3159,纵向,1
3160,恒,1
3161,网套,1
3162,托盘,1
3163,履带式,1
3164,数码,1
3165,氯,1
3166,猝发,1
3167,胶泥,1
3168,控制电路,1
3169,闭合电路,1
3170,多片,1
3171,门阵列,1
3172,定制,1
3173,环路,1
3174,石蜡,1
3175,热击穿,1
3176,国家,1
3177,代码,1
3178,推荐,1
3179,吸能,1
3180,吸收系数,1
3181,增长,1
3182,扩散系数,1
3183,传能,1
3184,总比,1
3185,偶然,1
3186,共线,1
3187,集电区,1
3188,自给,1
3189,法兰盘,1
3190,核燃料,1
3191,可控性,1
3192,光圈,1
3193,驱动器,1
3194,步,1
3195,设定,1
3196,计算机控制,1
3197,程序控制,1
3198,电子商务,1
3199,网上,1
3200,社区,1
3201,交换机,1
3202,换向,1
3203,比较仪,1
3204,相容性,1
3205,极零,1
3206,相消,1
3207,胶,1
3208,灌封,1
3209,颗粒,1
3210,需量,1
3211,预付费,1
3212,费率,1
3213,超量,1
3214,室内,1
3215,聚能器,1
3216,集线器,1
3217,最易,1
3218,设计员,1
3219,工况,1
3220,集束,1
3221,热传导,1
3222,构形,1
3223,锥,1
3224,锥体,1
3225,集尘,1
3226,包容,1
3227,封闭式,1
3228,行政,1
3229,职能,1
3230,复制,1
3231,三通,1
3232,组装,1
3233,散热,1
3234,垫,1
3235,伴,1
3236,热板,1
3237,耐受,1
3238,温度控制,1
3239,温控器,1
3240,限温,1
3241,保温层,1
3242,工作频率,1
3243,热阻,1
3244,实测值,1
3245,抖动,1
3246,相应,1
3247,增大,1
3248,不断,1
3249,星,1
3250,累加,1
3251,暂停,1
3252,即时,1
3253,超调,1
3254,电磁兼容,1
3255,量度,1
3256,它,1
3257,模拟式,1
3258,分流,1
3259,变化率,1
3260,伏赫比,1
3261,某一,1
3262,校,1
3263,正值,1
3264,镀锡,1
3265,包覆,1
3266,束合,1
3267,绞,1
3268,成形,1
3269,气载,1
3270,尘埃,1
3271,濳,1
3272,碘,1
3273,蒸发,1
3274,样品,1
3275,氡,1
3276,惰性气体,1
3277,性仪,1
3278,产物,1
3279,容限,1
3280,适度,1
3281,劣化,1
3282,模块化,1
3283,人机接口,1
3284,支持系统,1
3285,广播系统,1
3286,配置管理,1
3287,预警系统,1
3288,支持,1
3289,声响,1
3290,功能性,1
3291,诊断系统,1
3292,坎贝尔,1
3293,控制棒,1
3294,灰棒,1
3295,黑棒,1
3296,工业用,1
3297,辐射量,1
3298,测计,1
3299,物料,1
3300,检测仪,1
3301,持续时间,1
3302,发射光谱,1
3303,光阴,1
3304,汤森,1
3305,边缘效应,1
3306,坪,1
3307,斜,1
3308,电离径迹,1
3309,连续谱,1
3310,磷光,1
3311,假,1
3312,飞行,1
3313,本底,1
3314,建立,1
3315,逃逸,1
3316,实,1
3317,活,1
3318,剥离,1
3319,校对,1
3320,参考点,1
3321,标准偏差,1
3322,表面温度,1
3323,理化,1
3324,现象,1
3325,最强,1
3326,最,1
3327,易传,1
3328,爆,1
3329,闪点,1
3330,云,1
3331,异态,1
3332,自燃,1
3333,沸点,1
3334,液化,1
3335,排液,1
3336,夹紧,1
3337,封堵,1
3338,充,1
3339,砂型,1
3340,增安型,1
3341,浸型,1
3342,安全栅,1
3343,试验装置,1
3344,获证,1
3345,未获,1
3346,证,1
3347,压紧,1
3348,密封圈,1
3349,定额,1
3350,电子仪器,1
3351,许可,1
3352,伽马,1
3353,纯度,1
3354,白色,1
3355,变焦,1
3356,色度,1
3357,样片,1
3358,多波,1
3359,群图,1
3360,方窗,1
3361,透明,1
3362,成像,1
3363,黑斑,1
3364,开花,1
3365,图形,1
3366,杂,1
3367,散光,1
3368,网纹,1
3369,随机噪声,1
3370,受电点,1
3371,限值,1
3372,保护措施,1
3373,外露,1
3374,双重,1
3375,遮栏,1
3376,阻挡,1
3377,心式,1
3378,冷器,1
3379,留剩,1
3380,倍频器,1
3381,热合机,1
3382,转柱,1
3383,转盘,1
3384,刀状,1
3385,干燥机,1
3386,破碎,1
3387,巴氏,1
3388,消毒,1
3389,微波炉,1
3390,进出口,1
3391,器腔门,1
3392,束腰,1
3393,精密,1
3394,轴对称,1
3395,外置,1
3396,多束,1
3397,二极枪,1
3398,反应炉,1
3399,层流,1
3400,湍流,1
3401,喷射,1
3402,平均温度,1
3403,巨,1
3404,发散,1
3405,打孔机,1
3406,切割机,1
3407,腔,1
3408,超声波,1
3409,氮化,1
3410,放,1
3411,指派,1
3412,非专业,1
3413,焊接设备,1
3414,平,1
3415,周期时间,1
3416,伸出,1
3417,耗材,1
3418,氧气,1
3419,刨,1
3420,冷焊,1
3421,手工,1
3422,钳头,1
3423,钳杆,1
3424,螺柱,1
3425,液冷,1
3426,安全装置,1
3427,吸潮,1
3428,吸液,1
3429,促进剂,1
3430,强化,1
3431,调谐,1
3432,可互配,1
3433,蓄热器,1
3434,化成,1
3435,干态,1
3436,批发商,1
3437,酸度,1
3438,行动,1
3439,激活剂,1
3440,添加剂,1
3441,胶粘剂,1
3442,埃尔米,1
3443,网络管理员,1
3444,抗静电,1
3445,硬化剂,1
3446,永磁体,1
3447,反照率,1
3448,线性代数,1
3449,登录,1
3450,极大,1
3451,止退,1
3452,混频器,1
3453,串行,1
3454,存取,1
3455,访问,1
3456,读写,1
3457,即时消息,1
3458,实物,1
3459,量具,1
3460,间接测量,1
3461,差拍,1
3462,互补,1
3463,替代,1
3464,零值,1
3465,单孔,1
3466,割集法,1
3467,计量学,1
3468,厚片,1
3469,塑型,1
3470,粘结,1
3471,柔软,1
3472,微微,1
3473,微电路,1
3474,迁移,1
3475,极小,1
3476,核设施,1
3477,永久,1
3478,关停,1
3479,单点,1
3480,品种,1
3481,改性剂,1
3482,调相,1
3483,摩尔,1
3484,电子货币,1
3485,级联,1
3486,串并联,1
3487,前,1
3488,推理机,1
3489,浸润性,1
3490,能隙,1
3491,能带,1
3492,占据,1
3493,允带,1
3494,禁带,1
3495,满带,1
3496,空带,1
3497,过剩,1
3498,陷阱,1
3499,肖特基,1
3500,缓变结,1
3501,合金结,1
3502,压阻,1
3503,处理工艺,1
3504,夷平,1
3505,分立,1
3506,变容,1
3507,混频,1
3508,倍频,1
3509,检波,1
3510,温差,1
3511,乘法器,1
3512,科尔,1
3513,比诺,1
3514,光敏电阻,1
3515,逆导二极,1
3516,逆导,1
3517,栅闸流,1
3518,穿通,1
3519,有效温度,1
3520,结温,1
3521,热容,1
3522,阈值电压,1
3523,反向恢复,1
3524,晶片,1
3525,封装,1
3526,寄生,1
3527,投影,1
3528,发射结,1
3529,集电结,1
3530,基区,1
3531,源区,1
3532,漏区,1
3533,栅区,1
3534,增强,1
3535,特征频率,1
3536,闸流管,1
3537,转折点,1
3538,戽,1
3539,宏单元,1
3540,承受,1
3541,拉,1
3542,脱力,1
3543,零部件,1
3544,及其,1
3545,接电,1
3546,接触压力,1
3547,卸,1
3548,出力,1
3549,锁紧,1
3550,柱,1
3551,柔性,1
3552,拆卸,1
3553,闭式,1
3554,全长,1
3555,压齿,1
3556,灌封卸出,1
3557,退绕,1
3558,压接模,1
3559,卸除,1
3560,插箱,1
3561,柜门,1
3562,交变,1
3563,紧压,1
3564,扇形,1
3565,分割,1
3566,凝剂,1
3567,火花放电,1
3568,安安,1
3569,时计,1
3570,网络分析,1
3571,顶空,1
3572,分析法,1
3573,碳型,1
3574,任务分析,1
3575,功能分析,1
3576,频谱,1
3577,多道,1
3578,夹角,1
3579,阻抗角,1
3580,立体角,1
3581,保护环,1
3582,抗氧化剂,1
3583,反粒子,1
3584,单功能,1
3585,固定式,1
3586,便携式,1
3587,指针式,1
3588,动磁系,1
3589,影条式,1
3590,光标,1
3591,振簧系,1
3592,偶式,1
3593,压缩,1
3594,家用电器,1
3595,铁磁,1
3596,总和,1
3597,贫化,1
3598,调用,1
3599,重启,1
3600,水树化,1
3601,电树化,1
3602,水树,1
3603,电树,1
3604,棱角,1
3605,辐角,1
3606,端部装,1
3607,配件,1
3608,热停,1
3609,冷停,1
3610,误停,1
3611,考虑,1
3612,项,1
3613,文章,1
3614,氯代,1
3615,联苯,1
3616,外观,1
3617,球窝,1
3618,成缆,1
3619,助手,1
3620,氮基,1
3621,氮,1
3622,氢,1
3623,吸热,1
3624,放热,1
3625,惰性,1
3626,还原,1
3627,玻尔,1
3628,审计,1
3629,自放电,1
3630,自动机,1
3631,程序逻辑,1
3632,注册机构,1
3633,命名,1
3634,超前,1
3635,对称轴,1
3636,公告,1
3637,凸室,1
3638,导带,1
3639,价带,1
3640,杆状,1
3641,细棒,1
3642,屏障,1
3643,基,1
3644,铁镍,1
3645,氢化物,1
3646,湿式,1
3647,替换,1
3648,不带,1
3649,液非,1
3650,控式,1
3651,充态,1
3652,锂离子,1
3653,免,1
3654,缓冲,1
3655,贝可摇架,1
3656,副,1
3657,防护物,1
3658,群组,1
3659,功能块,1
3660,电缆线,1
3661,致密,1
3662,木,1
3663,分线盒,1
3664,终端盒,1
3665,表壳,1
3666,轰炸,1
3667,端塞,1
3668,油泥,1
3669,爆发,1
3670,球,1
3671,填充物,1
3672,熔池,1
3673,股线,1
3674,本底辐射,1
3675,反极,1
3676,保存,1
3677,异位,1
3678,析,1
3679,气性,1
3680,充入,1
3681,已用,1
3682,绝缘材料,1
3683,盘形,1
3684,悬式,1
3685,长棒形,1
3686,蝶式,1
3687,耐污型,1
3688,柱式,1
3689,滴流,1
3690,挤包,1
3691,热固性,1
3692,热塑性,1
3693,隔断,1
3694,配套,1
3695,直通,1
3696,塞止,1
3697,注射,1
3698,卷绕,1
3699,模制,1
3700,包式,1
3701,千克,1
3702,实验室,1
3703,乳胶,1
3704,光致,1
3705,新闻,1
3706,阅读器,1
3707,程,1
3708,架空,1
3709,场线,1
3710,电比距,1
3711,终点线,1
3712,延迟线,1
3713,限制器,1
3714,硅油,1
3715,集总,1
3716,浏览器,1
3717,索末菲,1
3718,律,1
3719,德拜,1
3720,断裂,1
3721,电子杂志,1
3722,磁强计,1
3723,连支,1
3724,手工操作,1
3725,蚀刻,1
3726,斑痕,1
3727,毡,1
3728,垫层,1
3729,封口,1
3730,放射性物质,1
3731,固定设备,1
3732,不易,1
3733,水胶,1
3734,散射矩阵,1
3735,方阵,1
3736,向,1
3737,分组,1
3738,嗅探器,1
3739,中继器,1
3740,混叠,1
3741,脉冲响应,1
3742,复现,1
3743,精制,1
3744,计算机网络,1
3745,栅格,1
3746,双形,1
3747,梯形,1
3748,镜像,1
3749,广域网,1
3750,无线,1
3751,城域网,1
3752,全域,1
3753,专用网,1
3754,孤立,1
3755,末端,1
3756,组网,1
3757,滴浸,1
3758,四端,1
3759,跨线,1
3760,表观,1
3761,表面电阻,1
3762,协调,1
3763,相位滞后,1
3764,地回,1
3765,后处理,1
3766,背散射,1
3767,伞套,1
3768,敷形,1
3769,涂料,1
3770,内衬,1
3771,流化床,1
3772,伦琴,1
3773,声,1
3774,旋度,1
3775,压敏,1
3776,带状,1
3777,水带,1
3778,订阅,1
3779,宏观,1
3780,大段,1
3781,化合物,1
3782,非本征,1
3783,绞向,1
3784,网络管理,1
3785,视频,1
3786,希,1
3787,使能,1
3788,正负号,1
3789,模拟器,1
3790,网站,1
3791,表底,1
3792,炉底,1
3793,螺线管,1
3794,锭,1
3795,凝固,1
3796,腐蚀性,1
3797,硫,1
3798,受控,1
3799,子集,1
3800,门类,1
3801,分数,1
3802,欠热,1
3803,子网,1
3804,垃圾邮件,1
3805,能谱,1
3806,质谱仪,1
3807,稳定剂,1
3808,稳谱器,1
3809,渐近,1
3810,热稳定性,1
3811,长寿命,1
3812,制品,1
3813,粗纱,1
3814,链状,1
3815,分散控制,1
3816,构造,1
3817,浸没,1
3818,跟帖,1
3819,底材,1
3820,基材,1
3821,图表,1
3822,升降,1
3823,物体,1
3824,柱面,1
3825,波前,1
3826,等温,1
3827,面密度,1
3828,冲浪,1
3829,容纳,1
3830,感纳,1
3831,克,1
3832,罗内克,1
3833,多用表,1
3834,倍增器,1
3835,端网络,1
3836,端的,1
3837,量类,1
3838,心中,1
3839,中微子,1
3840,超镉,1
3841,慢中子,1
3842,置信度,1
3843,层次,1
3844,清洁,1
3845,解控,1
3846,拉紧,1
3847,域名,1
3848,名称,1
3849,专门,1
3850,事物,1
3851,色数,1
3852,自然数,1
3853,整数,1
3854,自旋,1
3855,角动量,1
3856,轨道,1
3857,有理数,1
3858,耗能,1
3859,芯体,1
3860,原子序数,1
3861,观测,1
3862,拉环,1
3863,绕射波,1
3864,前向波,1
3865,入射波,1
3866,纵波,1
3867,平面波,1
3868,折射波,1
3869,后向波,1
3870,驻波,1
3871,横波,1
3872,波纹,1
3873,逆变器,1
3874,纳,1
3875,布拉,1
3876,布尔运算,1
3877,存贮,1
3878,漏缝,1
3879,阻尼振荡,1
3880,张弛,1
3881,强迫振荡,1
3882,自由振荡,1
3883,取样,1
3884,主页,1
3885,白页,1
3886,料筐,1
3887,积极,1
3888,消极,1
3889,板纸,1
3890,纤维素,1
3891,绉纹,1
3892,棉纸,1
3893,防脂纸,1
3894,日本,1
3895,薄纸,1
3896,含胶,1
3897,防火墙,1
3898,基本粒子,1
3899,虚部,1
3900,实部,1
3901,节距,1
3902,宿主机,1
3903,堡垒,1
3904,主机,1
3905,钝化剂,1
3906,透水性,1
3907,渗滤,1
3908,电穿孔,1
3909,诱导,1
3910,半衰期,1
3911,外围设备,1
3912,磁导计,1
3913,漏磁导,1
3914,互磁导,1
3915,自磁导,1
3916,受过,1
3917,培训,1
3918,熟练,1
3919,弱相,1
3920,强相,1
3921,金,1
3922,物理学,1
3923,皮,1
3924,燃料电池,1
3925,浆糊,1
3926,氧化铜,1
3927,氧化银,1
3928,氯化锌,1
3929,亚硫酰氯,1
3930,二硫化铁,1
3931,一,1
3932,氟化,1
3933,韦斯顿,1
3934,标准电池,1
3935,勒,1
3936,克朗,1
3937,谢,1
3938,干电池,1
3939,原电池,1
3940,微调,1
3941,张线,1
3942,悬挂,1
3943,夹头,1
3944,座,1
3945,袋式,1
3946,底板,1
3947,涂膏式,1
3948,富尔,1
3949,烧结,1
3950,负极板,1
3951,增塑剂,1
3952,泡沫塑料,1
3953,热收缩,1
3954,料盘,1
3955,接入点,1
3956,倾点,1
3957,苯胺点,1
3958,凝结,1
3959,燃点,1
3960,软化,1
3961,露点,1
3962,相加,1
3963,浊点,1
3964,阴极极化,1
3965,浓差,1
3966,磁极,1
3967,多氯,1
3968,代苯,1
3969,多氯联苯,1
3970,树枝,1
3971,猎振,1
3972,桥接器,1
3973,汤姆逊,1
3974,惠,1
3975,斯登,1
3976,便携,1
3977,腔门,1
3978,出渣,1
3979,正电子,1
3980,常见问题,1
3981,平稳,1
3982,个,1
3983,自变量,1
3984,关,1
3985,泛函,1
3986,单次,1
3987,从动,1
3988,半自动,1
3989,拔出,1
3990,双线性,1
3991,格林,1
3992,第二,1
3993,公式,1
3994,浴炉,1
3995,传送带,1
3996,多室,1
3997,罩式,1
3998,升降式,1
3999,热容量,1
4000,双室,1
4001,抬升,1
4002,推出,1
4003,流态,1
4004,步进式,1
4005,马弗炉,1
4006,斜底,1
4007,舀出,1
4008,辊,1
4009,底式,1
4010,底开,1
4011,槽式,1
4012,滑底,1
4013,车式炉,1
4014,转底,1
4015,筒式,1
4016,车底,1
4017,浇注,1
4018,间歇式,1
4019,卧式,1
4020,多区,1
4021,摆动,1
4022,推送,1
4023,热壁,1
4024,冷壁,1
4025,牵引式,1
4026,立式,1
4027,供应商,1
4028,应用服务,1
4029,碎片,1
4030,转折,1
4031,拍频,1
4032,频率计,1
4033,容许,1
4034,核聚变,1
4035,悬浮,1
4036,圆管,1
4037,筒体,1
4038,皱纹,1
4039,弦线,1
4040,细调,1
4041,电负性,1
4042,游离,1
4043,胶凝,1
4044,蒸汽,1
4045,温度梯度,1
4046,梯度,1
4047,标志,1
4048,导出,1
4049,广延量,1
4050,强度量,1
4051,序量,1
4052,状态图,1
4053,平面图,1
4054,戈,1
4055,能群,1
4056,聊天,1
4057,设备组,1
4058,指南,1
4059,托管,1
4060,加氢,1
4061,环烷烃,1
4062,石腊烃,1
4063,聚烯烃,1
4064,芳香烃,1
4065,超子,1
4066,回差,1
4067,率表,1
4068,恒等,1
4069,厂用电,1
4070,输出阻抗,1
4071,累接,1
4072,未激活,1
4073,预计,1
4074,时变,1
4075,标示,1
4076,折射率,1
4077,相比,1
4078,皂化,1
4079,耐电,1
4080,痕化,1
4081,平滑,1
4082,单匝,1
4083,缝式,1
4084,回形,1
4085,抑制剂,1
4086,注入,1
4087,调查,1
4088,干涉,1
4089,网际,1
4090,半差,1
4091,区间,1
4092,干预,1
4093,管槽,1
4094,梯架,1
4095,其他,1
4096,配电盘,1
4097,热能,1
4098,热辐射,1
4099,特征值,1
4100,熔盐,1
4101,倾炉,1
4102,送料,1
4103,坩埚钢,1
4104,炉子,1
4105,石墨,1
4106,螺线,1
4107,发针,1
4108,棒状,1
4109,耙,1
4110,长波,1
4111,中波,1
4112,短波,1
4113,解热,1
4114,分解,1
4115,摇架,1
4116,氧,1
4117,提升,1
4118,旋开,1
4119,自焙,1
4120,挠性,1
4121,趋肤效应,1
4122,邻近,1
4123,铸造,1
4124,箍,1
4125,缩,1
4126,轫致辐射,1
4127,电离辐射,1
4128,单能,1
4129,核辐射,1
4130,原,1
4131,流化,1
4132,移堆,1
4133,双循环,1
4134,沸水,1
4135,压水堆,1
4136,铀,1
4137,钚,1
4138,研究,1
4139,抗性,1
4140,散裂,1
4141,化学反应,1
4142,链式,1
4143,副反应,1
4144,再生,1
4145,终止,1
4146,集中控制,1
4147,串级,1
4148,交替,1
4149,模态,1
4150,多位,1
4151,最优控制,1
4152,分程,1
4153,鲁棒控制,1
4154,场地,1
4155,二元关系,1
4156,等价关系,1
4157,序,1
4158,记,1
4159,日志,1
4160,雷姆,1
4161,回填,1
4162,渗,1
4163,螺杆,1
4164,编码,1
4165,组织部门,1
4166,约束,1
4167,统包,1
4168,压气,1
4169,自容式,1
4170,防扭,1
4171,爆破,1
4172,扁,1
4173,多芯,1
4174,承力索,1
4175,分相,1
4176,铅套,1
4177,光缆,1
4178,膜态,1
4179,沸腾,1
4180,束流,1
4181,三元,1
4182,端帽,1
4183,轨道电子,1
4184,供电站,1
4185,恒定电流,1
4186,包皮,1
4187,标定,1
4188,总中压,1
4189,变压,1
4190,控制柜,1
4191,箱盒,1
4192,闸盒,1
4193,同轴电缆,1
4194,中继,1
4195,橡皮,1
4196,双断,1
4197,芯线,1
4198,架线,1
4199,桥架,1
4200,拉绳,1
4201,电流计,1
4202,使,1
4203,按钮开关,1
4204,盒式,1
4205,安培,1
4206,推式,1
4207,按板,1
4208,毫安,1
4209,千伏,1
4210,千瓦小时,1
4211,套套,1
4212,卡子,1
4213,鼻子,1
4214,管套,1
4215,热缩,1
4216,穿线,1
4217,弓形,1
4218,尼龙,1
4219,螺母,1
4220,扭距,1
4221,分配器,1
4222,断电,1
4223,配有,1
4224,组合柜,1
4225,牌箱,1
4226,运作,1
4227,在,1
4228,说明书,1
4229,有电,1
4230,附,1
4231,器材,1
4232,牌,1
4233,区段,1
4234,乳白色,1
4235,非正常,1
4236,情况,1
4237,排除,1
4238,领航,1
4239,抗老化,1
4240,跑道,1
4241,标,1
4242,螺口,1
4243,监,1
4244,相器,1
4245,泡,1
4246,灯光,1
4247,射灯,1
4248,航空,1
4249,灯标,1
4250,感器,1
4251,灯管,1
4252,镇流管,1
4253,顶灯,1
4254,吸顶灯,1
4255,枝形,1
4256,格栅灯,1
4257,应急灯,1
4258,枢纽,1
4259,有人,1
4260,无人,1
4261,主控,1
4262,敞开式,1
4263,联相,1
4264,混相,1
4265,高型,1
4266,半高型,1
4267,中型,1
4268,构架,1
4269,一个半,1
4270,三分,1
4271,之四,1
4272,多角形,1
4273,无载,1
4274,地净,1
4275,距,1
4276,泄,1
4277,油池,1
4278,小室,1
4279,厂用,1
4280,壳式,1
4281,芯式,1
4282,初级,1
4283,次级绕组,1
4284,公共,1
4285,分级,1
4286,循环水,1
4287,水冷却,1
4288,主分接,1
4289,斯柯特,1
4290,组别,1
4291,油气,1
4292,消弧,1
4293,箔,1
4294,金属化,1
4295,投切,1
4296,落地,1
4297,压缩空气,1
4298,产气,1
4299,少油,1
4300,多油,1
4301,磁吹,1
4302,双柱式,1
4303,三柱,1
4304,旋转式,1
4305,双臂,1
4306,V,1
4307,破冰,1
4308,通用,1
4309,充气式,1
4310,混合式,1
4311,集聚,1
4312,弧后,1
4313,截断,1
4314,零区,1
4315,复燃,1
4316,接触区,1
4317,开距,1
4318,纵吹,1
4319,横吹,1
4320,纵横,1
4321,外能,1
4322,液压,1
4323,力操动,1
4324,跳跃,1
4325,首开,1
4326,含水量,1
4327,漏气,1
4328,显示装置,1
4329,延弧,1
4330,大半,1
4331,四,1
4332,燃弧,1
4333,时差,1
4334,耦式,1
4335,组合式,1
4336,电子式,1
4337,总加,1
4338,变流,1
4339,准确,1
4340,分压器,1
4341,分压,1
4342,阀片,1
4343,脱离,1
4344,残压,1
4345,阻波器,1
